iter	MultiClass
482	0.2533891614
483	0.2533678788
484	0.2533531532
485	0.2533225917
486	0.253315878
487	0.2532970904
488	0.2532640728
489	0.253227754
490	0.2532184357
491	0.2532039896
492	0.2531861795
493	0.2531532056
494	0.2531416192
495	0.253109374
496	0.2530883278
497	0.2530695349
498	0.2530251745
499	0.2530047098
500	0.2529679598
501	0.2529360334
502	0.2528949217
503	0.2528748403
504	0.2528438984
505	0.2528273912
506	0.2528060253
507	0.2527675224
508	0.2527456286
509	0.2527298758
510	0.2527128829
511	0.2526534738
512	0.2526346443
513	0.2526121547
514	0.2525752846
515	0.252543468
516	0.2525076543
517	0.252480002
518	0.2524470322
519	0.2523994506
520	0.2523750893
521	0.2523560592
522	0.2523324274
523	0.2523128601
524	0.2522808946
525	0.2522499142
526	0.2522203309
527	0.2521859403
528	0.2521511055
529	0.2521008494
530	0.2520853089
531	0.2520744746
532	0.2520522812
533	0.2520380186
534	0.2519781481
535	0.2519651517
536	0.2519484314
537	0.2519222004
538	0.2519137807
539	0.2518889893
540	0.2518490992
541	0.2518308773
542	0.2518070719
543	0.2517633583
544	0.2517389833
545	0.2517193016
546	0.2516895923
547	0.2516664321
548	0.2516511735
549	0.2516258264
550	0.251612791
551	0.2515793074
552	0.2515588531
553	0.251532095
554	0.2515091468
555	0.2514969813
556	0.2514730524
557	0.2514393235
558	0.2513918328
559	0.2513731559
560	0.2513395717
561	0.2513306141
562	0.2513009586
563	0.2512768546
564	0.2512484771
565	0.251228402
566	0.2511920167
567	0.2511763692
568	0.2511409308
569	0.251126716
570	0.2511088684
571	0.2510868169
572	0.2510583837
573	0.2510295355
574	0.2510110977
575	0.2510008713
576	0.2509577566
577	0.2509471412
578	0.2509320455
579	0.2509130155
580	0.2508999787
581	0.2508702276
582	0.2508511689
583	0.2507978869
584	0.2507695609
585	0.250747137
586	0.2507260582
587	0.250685487
588	0.2506692507
589	0.250624689
590	0.2505825366
591	0.2505564625
592	0.250540541
593	0.2505129213
594	0.2504958731
595	0.2504823011
596	0.2504641658
597	0.2503999036
598	0.2503843901
599	0.2503689889
600	0.2503018728
601	0.2502471377
602	0.250239262
603	0.2502191615
604	0.2502086694
605	0.2501796978
606	0.2501371672
607	0.2501171711
608	0.2501016604
609	0.2500876977
610	0.2500728194
611	0.250053987
612	0.2500320913
613	0.2500174373
614	0.2499952684
615	0.2499632842
616	0.2499450078
617	0.2499311388
618	0.2499071362
619	0.249892835
620	0.2498792876
621	0.2498702759
622	0.2498518146
623	0.2498186337
624	0.2497946338
625	0.2497784146
626	0.2497678575
627	0.2497393697
628	0.2497146924
629	0.2496693427
630	0.2496577783
631	0.2496417722
632	0.249626971
633	0.2496160662
634	0.2495903037
635	0.2495729393
636	0.249542226
637	0.2495323457
638	0.2495013922
639	0.2494898154
640	0.249479783
641	0.2494670613
642	0.2494584007
643	0.249436255
644	0.2494262995
645	0.2494087408
646	0.2493999443
647	0.2493854167
648	0.2493751773
649	0.2493521262
650	0.2493272944
651	0.2493092252
652	0.2492880525
653	0.2492508095
654	0.2492244899
655	0.249203765
656	0.2491897094
657	0.2491768951
658	0.2491612259
659	0.2491462652
660	0.2491345516
661	0.2491150918
662	0.2490910485
663	0.24906189
664	0.2490081901
665	0.2489838133
666	0.2489576086
667	0.248940145
668	0.2489112258
669	0.2488913533
670	0.24888533
671	0.2488743922
672	0.248856472
673	0.2488483037
674	0.2488313186
675	0.2488133353
676	0.2488037355
677	0.2487827017
678	0.2487336983
679	0.2487081417
680	0.2486866874
681	0.2486750419
682	0.2486621726
683	0.2486375556
684	0.248622513
685	0.2486119665
686	0.2485954163
687	0.2485841093
688	0.2485560323
689	0.2485415551
690	0.2485265756
691	0.2485097631
692	0.248486367
693	0.2484746755
694	0.2484617944
695	0.2484426883
696	0.2484197983
697	0.2483986046
698	0.2483851997
699	0.2483523397
700	0.248344084
701	0.2483302268
702	0.2483205102
703	0.2483103239
704	0.2482969392
705	0.2482793642
706	0.2482606005
707	0.248241461
708	0.2482277138
709	0.2482076323
710	0.2481757802
711	0.2481540247
712	0.2481041168
713	0.248088116
714	0.2480730542
715	0.2480527637
716	0.248038813
717	0.2480112013
718	0.247999144
719	0.2479827222
720	0.2479728749
721	0.247959184
722	0.2479468537
723	0.2479290566
724	0.2479063415
725	0.2478876418
726	0.2478623988
727	0.2478549662
728	0.2478309898
729	0.2478211086
730	0.247812508
731	0.2477969311
732	0.2477574968
733	0.247747471
734	0.2477236918
735	0.247684646
736	0.2476664291
737	0.2476391433
738	0.2476309208
739	0.2476167804
740	0.2476098193
741	0.2475878832
742	0.2475805831
743	0.2475653882
744	0.2475583364
745	0.2475282728
746	0.2475102689
747	0.2474948813
748	0.2474863664
749	0.2474686907
750	0.2474543098
751	0.2474293817
752	0.2474217753
753	0.2474085825
754	0.2473985342
755	0.2473870639
756	0.2473431275
757	0.2473277728
758	0.2473102009
759	0.2472804012
760	0.2472633491
761	0.2472526863
762	0.2472277088
763	0.247206881
764	0.2471995159
765	0.2471858535
766	0.2471736809
767	0.2471567035
768	0.2471462174
769	0.2471272397
770	0.2471142316
771	0.2470876248
772	0.2470519217
773	0.2470324009
774	0.2470245086
775	0.2470019932
776	0.2469903746
777	0.2469633745
778	0.2469363229
779	0.2469166486
780	0.2469088189
781	0.2468602047
782	0.2468392045
783	0.2468260433
784	0.2468108797
785	0.2467885683
786	0.2467789326
787	0.246741063
788	0.2467226702
789	0.2467065128
790	0.2466792102
791	0.2466617833
792	0.246640932
793	0.2466358563
794	0.2466133856
795	0.2465973538
796	0.2465740679
797	0.2465562705
798	0.2465282089
799	0.2465030185
800	0.2464889651
801	0.2464810635
802	0.2464638134
803	0.2464539658
804	0.2464335017
805	0.2464242436
806	0.2464096661
807	0.246391468
808	0.2463794491
809	0.2463611115
810	0.2463423252
811	0.2463323803
812	0.2463069716
813	0.2462884991
814	0.246273196
815	0.24625427
816	0.2462108581
817	0.2461869563
818	0.2461697484
819	0.2461606031
820	0.2461448706
821	0.2461311157
822	0.2461112924
823	0.2461046156
824	0.2460929735
825	0.2460726039
826	0.2460368305
827	0.2460168937
828	0.2460060664
829	0.24599371
830	0.2459845502
831	0.2459713429
832	0.2459505577
833	0.2459388884
834	0.2459210132
835	0.2459076493
836	0.245897206
837	0.24587521
838	0.2458621996
839	0.245843171
840	0.2458326449
841	0.2457919413
842	0.2457796761
843	0.2457682963
844	0.2457511872
845	0.2457401877
846	0.245734329
847	0.2457151273
848	0.2456929823
849	0.2456813683
850	0.2456734732
851	0.2456535133
852	0.2456244128
853	0.2456113455
854	0.2456042832
855	0.2455805596
856	0.2455595621
857	0.2455472043
858	0.2455336942
859	0.2455111704
860	0.2454920642
861	0.2454822013
862	0.2454736996
863	0.2454459447
864	0.2454328737
865	0.2454179782
866	0.2454041202
867	0.2453929842
868	0.2453819284
869	0.2453790171
870	0.2453729321
871	0.245353752
872	0.2453377704
873	0.2453117449
874	0.2452963387
875	0.2452778062
876	0.2452647528
877	0.2452484062
878	0.2452404512
879	0.2452345681
880	0.24522419
881	0.2451927486
882	0.2451830958
883	0.2451616139
884	0.2451443232
885	0.2451222822
886	0.2451077138
887	0.2451045473
888	0.245090495
889	0.2450836393
890	0.2450709322
891	0.2450603692
892	0.2450481316
893	0.2450338052
894	0.2450142908
895	0.244993076
896	0.244982746
897	0.2449700191
898	0.2449636051
899	0.2449504666
900	0.2449425989
901	0.2449315311
902	0.2449232138
903	0.244907689
904	0.2448957686
905	0.2448868888
906	0.2448681863
907	0.2448633867
908	0.2448367086
909	0.244826284
910	0.2448034831
911	0.2447933794
912	0.2447700664
913	0.2447516643
914	0.2447247974
915	0.2447193387
916	0.2447030153
917	0.2446878971
918	0.2446780832
919	0.2446651343
920	0.2446454978
921	0.2446382896
922	0.2446258724
923	0.2446137603
924	0.2446038994
925	0.2445914353
926	0.2445721344
927	0.2445384029
928	0.2445261823
929	0.2445047165
930	0.2444770625
931	0.244460946
932	0.2444439899
933	0.24442838
934	0.2444042461
935	0.2443963435
936	0.2443822072
937	0.2443752392
938	0.2443570748
939	0.2443421616
940	0.2443325961
941	0.2443125916
942	0.2443044282
943	0.2442850239
944	0.2442472377
945	0.2442288894
946	0.2442187516
947	0.2442048412
948	0.2441920955
949	0.24418313
950	0.2441690977
951	0.2441552206
952	0.244142132
953	0.2441225329
954	0.2441163995
955	0.244096103
956	0.2440620364
957	0.244047215
958	0.244037366
959	0.244026238
960	0.2440130758
961	0.2439957043
962	0.2439857153
963	0.2439717862
964	0.2439577246
965	0.2439479421
966	0.243935506
967	0.2439272469
968	0.2439124927
969	0.243902586
970	0.2438916224
971	0.2438781818
972	0.2438565772
973	0.2438490374
974	0.2438325949
975	0.2438167564
976	0.2438125494
977	0.2438025948
978	0.2437875958
979	0.2437790489
980	0.2437586926
981	0.243753209
982	0.2437331354
983	0.2437134144
984	0.2437044433
985	0.2436898966
986	0.2436793184
987	0.2436704278
988	0.2436576164
989	0.2436468836
990	0.2436309593
991	0.2436042629
992	0.2435962428
993	0.2435867664
994	0.2435814528
995	0.2435700697
996	0.2435577906
997	0.2435383905
998	0.2435323584
999	0.2435213273
